english,malayalam
(i) I confirm that I have read and understood the information sheet dated for the above study and have had the opportunity to ask questions. [ ],(i) മേൽപ്പറഞ്ഞ പഠനത്തിനായുള്ള ഇൻഫർമേഷൻ ഷീറ്റ് ഞാൻ വായിക്കുകയും മനസ്സിലാക്കുകയും ചെയ്തുവെന്നും ചോദ്യങ്ങൾ ചോദിക്കാൻ അവസരം ലഭിച്ചുവെന്നും ഞാൻ സ്ഥിരീകരിക്കുന്നു. [ ]
Date: _________ Study Number: __________,തീയതി:_________ പഠന നമ്പര്‍: _________
Ans. Usual treatment for such condition is the removal of the damaged part and filling it with the special bone cement or fat from other parts of the body to prevent that bone damage to come again. The deformed or bent bone may also need additional operation using metal rods and plates inside or outside the skin.,"ഉത്തരം. അത്തരം അവസ്ഥയ്ക്കുള്ള സാധാരണ ചികിത്സ കേടായ ഭാഗം നീക്കം ചെയ്യുകയും, അത്തരം അവസ്ഥ ആവര്‍ത്തിക്കാതിരിക്കാന്‍ ശരീരത്തിന്റെ മറ്റ് ഭാഗങ്ങളിൽ നിന്ന് പ്രത്യേക അസ്ഥി സിമൻറ് അല്ലെങ്കിൽ കൊഴുപ്പ് നിറയ്ക്കുകയും ചെയ്യുന്നു. വികലമായ അല്ലെങ്കിൽ വളഞ്ഞ അസ്ഥിയുടെ കാര്യത്തില്‍ ചർമ്മത്തിനകത്തോ പുറത്തോ മെറ്റൽ കമ്പികളും പ്ലേറ്റുകളും ഉപയോഗിച്ചുള്ള ശസ്ത്രക്രിയ ആവശ്യമായി വന്നേക്കാം."
Informed consent sheet number: _________,ഇൻഫോംഡ് കൺസെന്റ് ഷീറ്റ് നമ്പര്‍:
◦ transplanting cells created from your donation to other people.,◦ നിങ്ങളുടെ സംഭാവനയിൽ നിന്ന് സൃഷ്ടിച്ച കോശങ്ങൾ മറ്റ് ആളുകൾക്ക് ട്രാൻസ്‌പ്ലാന്റ് ചെയുന്നു.
"Surgery is the only potentially curative treatment available for localized retroperitoneal sarcoma (RPS). Multivisceral en-bloc resection of the tumor surrounded by a cuff of healthy tissues to achieve negative margins all-around has proved to be effective in reducing the risk of local recurrence. In particular, enlarging the resection to the adjacent organs in order to improve the quality of the surgical margin was associated to a better oncological outcome when compared to more limited resections in retrospective series.","ശസ്ത്രക്രിയ മാത്രമാണ് പ്രാദേശികമായ റെട്രോപെരിസമീൽ സാർക്കോമ (RPS) ക്കുള്ള ഏറ്റവും ഫലവത്തായ രോഗശമന ചികിത്സാരീതി. ആരോഗ്യമുള്ള കോശങ്ങളെ ചുറ്റിപ്പറ്റിയുള്ള ട്യൂമറിന്റെ വീണ്ടും വരാനുള്ള അപകടസാധ്യത കുറക്കുന്നതിന് മൾട്ടിവിസറൽ എൻബ്ലോക്ക് ശസ്ത്രക്രിയ വളരെ ഫലപ്രദമാണ്. പ്രത്യേകിച്ച്, ശസ്ത്രക്രിയയുടെ ഗുണമേന്മ മെച്ചപ്പെടുത്തുന്നതിന് സമീപത്തെ അവയവങ്ങളിലേക്ക് കൂടി വ്യാപിപ്പിക്കുന്നത്, മുൻകാലങ്ങളിൽ അനുവർത്തിച്ചു പോന്ന പരിമിതമായ ശാസ്ത്രക്രിയകളേക്കാൾ കൂടുതൽ നല്ല ഫലം നൽകുന്നതാണ്."
"Your participation in this research is voluntary. Your follow-up evaluation and management will not change, based on whether you participate or not in this research. You may change your mind and withdraw during the study even if you agreed earlier to participate",ഈ ഗവേഷണത്തിൽ നിങ്ങളുടെ പങ്കാളിത്തം സ്വമേധയാ ഉള്ളതാണ്. നിങ്ങൾ ഈ ഗവേഷണത്തിൽ പങ്കെടുക്കുന്നുണ്ടോ ഇല്ലയോ എന്നതിനെ അടിസ്ഥാനമാക്കി നിങ്ങളുടെ ഫോളോ-അപ്പ് മൂല്യനിർണ്ണയവും മാനേജ്മെന്റും മാറില്ല. പങ്കെടുക്കാൻ നിങ്ങൾ നേരത്തെ സമ്മതിച്ചാലും നിങ്ങളുടെ മനസ്സ് മാറ്റുകയും പഠന സമയത്ത് പിന്മാറുകയും ചെയ്യാം
Purpose of the research:,ഗവേഷണത്തിന്റെ ഉദ്ദേശ്യം:
9. Will your personal details be kept confidential?,9. നിങ്ങളുടെ സ്വകാര്യ വിശദാംശങ്ങൾ രഹസ്യമായി സൂക്ഷിക്കുമോ?
Date__________________,തീയതി__________________
(Click here for Audio Visual guidelines),(ഓഡിയോ വിഷ്വൽ മാർഗ്ഗനിർദ്ദേശങ്ങൾക്കായി ഇവിടെ ക്ലിക്കുചെയ്യുക)
"But I don’t stay with people for long, and almost everyone gets better.","പക്ഷെ ഞാൻ ആളുകളുമൊത്ത് കൂടുതൽ നേരം നിൽക്കില്ല, മിക്കവാറും എല്ലാവരും സുഖപ്പെടും ."
I also understand that the participation of ___ my son/daughter/ward in this study is entirely voluntary and that I am free to withdraw permission to continue his/her participation at any time without affecting my usual treatment or my legal rights.,"ഈ പഠനത്തിൽ ___ എന്ന എന്റെ മകൻ / മകൾ / ആശ്രിതന്റെ പങ്കാളിത്തം പൂർണ്ണമായും സ്വമേധയാ ഉള്ളതാണെന്നും, സാധാരണ ചികിത്സയെയോ നിയമപരമായ അവകാശങ്ങളെയോ ബാധിക്കാതെ എപ്പോൾ വേണമെങ്കിലും അവന്റെ / അവളുടെ പങ്കാളിത്തം തുടരുന്നതിനുള്ള അനുമതി പിൻവലിക്കാൻ എനിക്ക് സ്വാതന്ത്ര്യമുണ്ടെന്നും ഞാൻ മനസ്സിലാക്കുന്നു."
Signatory’s Name:,കൈയൊപ്പുകാരന്‍റെ പേര്:
- Medical staff who are directly or indirectly involved in your care related to this research;,- ഈ ഗവേഷണവുമായി ബന്ധപ്പെട്ട നിങ്ങളുടെ പരിചരണത്തിൽ നേരിട്ടോ അല്ലാതെയോ ഏർപ്പെട്ടിരിക്കുന്ന മെഡിക്കൽ സ്റ്റാഫ്;
"3. I understand that the participation in the study is completely optional and I can stop participating at any time, even without giving any specific reason. I understand I will continue to receive same quality treatment even I do not take part in the study.",3. പഠനത്തിലെ പങ്കാളിത്തം പൂർണ്ണമായും എന്‍റെ ഇച്ഛാനുസൃതം ആണെന്നും ഒരു പ്രത്യേക കാരണവും നൽകാതെ തന്നെ എനിക്ക് എപ്പോൾ വേണമെങ്കിലും പങ്കെടുക്കുന്നത് നിർത്താമെന്നും ഞാൻ മനസ്സിലാക്കുന്നു. ഞാൻ പഠനത്തിൽ പങ്കെടുത്തില്ലെങ്കിലും മുന്‍പുള്ള അതേ നിലവാരത്തിലുള്ള ചികിത്സ തുടർന്നും ലഭിക്കുമെന്ന് ഞാൻ മനസ്സിലാക്കുന്നു.
